scientific_id,taxonomic_id,taxonomic_id_type,rank,kingdom,subkingdom,phylum_division,subphylum_subdivision,class,subclass,order,family,subfamily,tribe,genus,species,infrakingdom,superorder,phylum,subphylum,superclass,infraclass,suborder,infraorder,superfamily,parvorder,subterclass,section,subsection,infraphylum,parvphylum,gigaclass,subgenus,forma,megaclass
APHIA:130769,130769,aphia,Species,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Polynoidae,Polynoinae,NA,Harmothoe,Harmothoe imbricata,NA,NA,Annelida,NA,NA,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:131141,131141,aphia,Species,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Spionida,Spionidae,NA,NA,Polydora,Polydora ciliata,NA,NA,Annelida,NA,NA,Canalipalpata,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:131143,131143,aphia,Species,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Spionida,Spionidae,NA,NA,Polydora,Polydora cornuta,NA,NA,Annelida,NA,NA,Canalipalpata,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:135306,135306,aphia,species,Animalia,NA,NA,NA,Scyphozoa,Discomedusae,Semaeostomeae,Ulmaridae,Aureliinae,NA,Aurelia,Aurelia aurita,NA,NA,Cnidaria,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:135351,135351,aphia,Genus,Animalia,NA,NA,NA,Hydrozoa,Hydroidolina,Siphonophorae,Abylidae,Abylinae,NA,Abyla,NA,NA,NA,Cnidaria,Medusozoa,NA,NA,Calycophorae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:136025,136025,aphia,Genus,Animalia,NA,NA,NA,NA,NA,Sipuncula,Golfingiidae,NA,NA,Phascolion,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:136185,136185,aphia,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Tanaidacea,Apseudidae,Apseudinae,NA,Apseudes,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Apseudomorpha,NA,Apseudoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:136235,136235,aphia,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Tanaidacea,Leptocheliidae,Leptocheliinae,NA,Leptochelia,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Tanaidomorpha,NA,Paratanaoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:136248,136248,aphia,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Tanaidacea,Tanaididae,Pancolinae,Anatanaini,Zeuxo,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Tanaidomorpha,NA,Tanaidoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:137205,137205,aphia,species,Animalia,NA,NA,NA,NA,NA,Testudines,Cheloniidae,NA,NA,Caretta,Caretta caretta,NA,NA,Chordata,Vertebrata,Reptilia,NA,Cryptodira,NA,Chelonioidea,NA,NA,NA,NA,Gnathostomata,NA,NA,NA,NA,Tetrapoda
APHIA:137206,137206,aphia,species,Animalia,NA,NA,NA,NA,NA,Testudines,Cheloniidae,NA,NA,Chelonia,Chelonia mydas,NA,NA,Chordata,Vertebrata,Reptilia,NA,Cryptodira,NA,Chelonioidea,NA,NA,NA,NA,Gnathostomata,NA,NA,NA,NA,Tetrapoda
APHIA:137683,137683,aphia,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Carditida,Astartidae,NA,NA,Astarte,NA,NA,NA,Mollusca,NA,NA,Heteroconchia,NA,NA,Crassatelloidea,NA,Archiheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:137705,137705,aphia,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Pisaniidae,NA,NA,Engina,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Buccinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:137716,137716,aphia,genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Cephalaspidea,Bullidae,NA,NA,Bulla,NA,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Bulloidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:137722,137722,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Calyptraeidae,NA,NA,Crepidula,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Calyptraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:137758,137758,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Caenogastropoda incertae sedis,Cerithiidae,Bittiinae,NA,Bittium,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Cerithioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:137760,137760,aphia,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Caenogastropoda incertae sedis,Cerithiidae,Cerithiinae,NA,Cerithium,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Cerithioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138054,138054,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Cephalaspidea,Haminoeidae,NA,NA,Haminoea,NA,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Haminoeoidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138068,138068,aphia,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Adapedonta,Hiatellidae,NA,NA,Hiatella,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Hiatelloidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138081,138081,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Hydrobiidae,Hydrobiinae,NA,Hydrobia,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Truncatelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138099,138099,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Lacuninae,NA,Lacuna,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138135,138135,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Littorininae,NA,Littorina,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138142,138142,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Patellogastropoda,NA,Lottiidae,Tecturinae,NA,Tectura,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Lottioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138206,138206,aphia,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Rapaninae,NA,Stramonita,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138210,138210,aphia,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Ocenebrinae,NA,Urosalpinx,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138211,138211,aphia,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Myida,Myidae,Myinae,NA,Mya,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Myoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138228,138228,aphia,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,NA,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138255,138255,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Neritimorpha,Cycloneritida,Neritidae,Neritinae,NA,Smaragdia,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Neritoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138268,138268,aphia,genus,Animalia,NA,NA,NA,Cephalopoda,Coleoidea,Octopoda,Octopodidae,NA,NA,Octopus,NA,NA,Octopodiformes,Mollusca,NA,NA,NA,Incirrata,NA,Octopodoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138413,138413,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,NA,Pyramidellidae,NA,NA,Odostomia,NA,NA,Pylopulmonata,Mollusca,NA,NA,Euthyneura,NA,NA,Pyramidelloidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138426,138426,aphia,genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Cymatiidae,NA,NA,Cymatium,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Tonnoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138439,138439,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Alvania,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138457,138457,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoinidae,NA,NA,Rissoina,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138508,138508,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Vetigastropoda,Trochida,Skeneidae,NA,NA,Skenea,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Trochoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138531,138531,aphia,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macominae,NA,Macoma,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138533,138533,aphia,Genus,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Tellininae,NA,Tellina,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138580,138580,aphia,Genus,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Nudibranchia,Tritoniidae,Tritoniinae,NA,Tritonia,NA,NA,Nudipleura,Mollusca,NA,NA,Euthyneura,Cladobranchia,NA,Tritonioidea,NA,Ringipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138584,138584,aphia,genus,Animalia,NA,NA,NA,Gastropoda,Vetigastropoda,Trochida,Calliostomatidae,Calliostomatinae,NA,Calliostoma,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Trochoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138753,138753,aphia,species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Aplysiida,Aplysiidae,NA,NA,Aplysia,Aplysia dactylomela,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Aplysioidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138757,138757,aphia,species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Aplysiida,Aplysiidae,NA,NA,Aplysia,Aplysia parvula,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Aplysioidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138878,138878,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Buccinidae,Buccininae,NA,Buccinum,Buccinum undatum,NA,NA,Mollusca,NA,NA,NA,NA,NA,Buccinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138940,138940,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Cephalaspidea,Bullidae,NA,NA,Bulla,Bulla striata,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,Bulloidea,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138963,138963,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Calyptraeidae,NA,NA,Crepidula,Crepidula fornicata,NA,NA,Mollusca,NA,NA,NA,NA,NA,Calyptraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138998,138998,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Cardiidae,Lymnocardiinae,Cerastodermatini,Cerastoderma,Cerastoderma edule,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Cardioidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:138999,138999,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Cardiidae,Lymnocardiinae,Cerastodermatini,Cerastoderma,Cerastoderma glaucum,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Cardioidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:139407,139407,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Nudibranchia,Corambidae,NA,NA,Corambe,Corambe obscura,NA,Nudipleura,Mollusca,NA,NA,Euthyneura,Doridina,Doridoidei,Onchidoridoidea,NA,Ringipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:139604,139604,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Donacidae,NA,NA,Donax,Donax vittatus,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140170,140170,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Lacuninae,NA,Lacuna,Lacuna vincta,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140262,140262,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Littorinidae,Littorininae,NA,Littorina,Littorina littorea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140403,140403,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Ocenebrinae,NA,Nucella,Nucella lapillus,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140429,140429,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,Ocenebrinae,NA,Urosalpinx,Urosalpinx cinerea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140467,140467,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Modiolidae,Modiolinae,NA,Modiolus,Modiolus modiolus,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140472,140472,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Crenellinae,NA,Musculus,Musculus discors,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140480,140480,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,Mytilus edulis,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140482,140482,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,Mytilinae,NA,Mytilus,Mytilus trossulus,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140570,140570,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Neritimorpha,Cycloneritida,Neritidae,Neritinae,NA,Smaragdia,Smaragdia viridis,NA,NA,Mollusca,NA,NA,NA,NA,NA,Neritoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140605,140605,aphia,species,Animalia,NA,NA,NA,Cephalopoda,Coleoidea,Octopoda,Octopodidae,NA,NA,Octopus,Octopus vulgaris,NA,Octopodiformes,Mollusca,NA,NA,NA,Incirrata,NA,Octopodoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140657,140657,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Ostreida,Ostreidae,Crassostreinae,NA,Crassostrea,Crassostrea virginica,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Ostreoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:140780,140780,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Ostreida,Pinnidae,NA,NA,Pinna,Pinna nobilis,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Pinnoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:141334,141334,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Pusillina,Pusillina inconspicua,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:141341,141341,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Pusillina,Pusillina sarsii,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:141359,141359,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Rissoa,Rissoa membranacea,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:141365,141365,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Rissoidae,NA,NA,Rissoa,Rissoa parva,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:141539,141539,aphia,Species,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Skeneopsidae,NA,NA,Skeneopsis,Skeneopsis planorbis,NA,NA,Mollusca,NA,NA,NA,NA,NA,Littorinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:141579,141579,aphia,Species,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Tellinidae,Macominae,NA,Macoma,Macoma balthica,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Tellinoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:142028,142028,aphia,Order,Animalia,NA,NA,NA,NA,NA,Tricladida,NA,NA,NA,NA,NA,NA,NA,Platyhelminthes,Rhabditophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143673,143673,aphia,Family,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Delesseriaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143733,143733,aphia,Family,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gigartinales,Gigartinaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143816,143816,aphia,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Caulerpaceae,NA,NA,Caulerpa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143819,143819,aphia,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Dichotomosiphonaceae,NA,NA,Avrainvillea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143820,143820,aphia,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Halimedeae,Halimeda,NA,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143821,143821,aphia,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Bryopsidales,Halimedaceae,NA,Udoteeae,Penicillus,NA,NA,NA,NA,NA,NA,NA,Halimedineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143866,143866,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Callithamniaceae,Spyridioideae,Spyridieae,Spyridia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143900,143900,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,NA,Chondrieae,Acanthophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143914,143914,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Ceramiales,Rhodomelaceae,NA,Laurencieae,Laurencia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144012,144012,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinophycidae,Corallinales,Corallinaceae,Corallinoideae,Janieae,Jania,NA,NA,NA,NA,NA,NA,NA,Corallinineae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144018,144018,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinophycidae,Hapalidiales,Hapalidiaceae,NA,NA,Lithothamnion,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144051,144051,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Peyssonneliales,Peyssonneliaceae,NA,NA,Peyssonnelia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144056,144056,aphia,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Dasycladales,Dasycladaceae,Dasycladoideae,Batophoreae,Batophora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144086,144086,aphia,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Dictyoteae,Dictyota,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144087,144087,aphia,genus,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Lobophora,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144088,144088,aphia,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Dictyotophycidae,Dictyotales,Dictyotaceae,NA,Zonarieae,Padina,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144126,144126,aphia,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Sargassaceae,NA,NA,Cystoseira,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144129,144129,aphia,Genus,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Fucaceae,NA,NA,Fucus,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144132,144132,aphia,genus,Chromista,Harosa,NA,NA,Phaeophyceae,Fucophycidae,Fucales,Sargassaceae,NA,NA,Sargassum,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144136,144136,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gelidiales,Pterocladiaceae,NA,NA,Pterocladia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144188,144188,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Gracilariales,Gracilariaceae,Gracilarioideae,Gracilarieae,Gracilaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144237,144237,aphia,Genus,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Rhodymeniophycidae,Rhodymeniales,Champiaceae,NA,NA,Champia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144267,144267,aphia,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Cladophorales,Valoniaceae,NA,NA,Valonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:144296,144296,aphia,Genus,Plantae,Viridiplantae,Chlorophyta,Chlorophytina,Ulvophyceae,NA,Ulvales,Ulvaceae,NA,NA,Ulva,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
