scientific_id,taxonomic_id,taxonomic_id_type,rank,kingdom,subkingdom,phylum_division,subphylum_subdivision,class,subclass,order,family,subfamily,tribe,genus,species,infrakingdom,superorder,phylum,subphylum,superclass,infraclass,suborder,infraorder,superfamily,parvorder,subterclass,section,subsection,infraphylum,parvphylum,gigaclass,subgenus,forma,megaclass
APHIA:130,130,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Caenogastropoda incertae sedis,Cerithiopsidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Triphoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:135,135,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Eulimidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Vanikoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:141,141,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Calyptraeidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Calyptraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:143,143,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Velutinidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Velutinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:148,148,aphia,family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Muricidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Muricoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:152,152,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Turridae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Conoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:154,154,aphia,Order,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Cephalaspidea,NA,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,Euthyneura,NA,NA,NA,NA,Tectipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:205,205,aphia,Family,Animalia,NA,NA,NA,Bivalvia,Protobranchia,Nuculanida,Nuculanidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Nuculanoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:211,211,aphia,Family,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Mytilida,Mytilidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Mytiloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:213,213,aphia,Family,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Pectinida,Pectinidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Pectinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:214,214,aphia,Family,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Pectinida,Anomiidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,Pteriomorphia,NA,NA,Anomioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:222,222,aphia,Family,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Galeommatida,Lasaeidae,NA,NA,NA,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Galeommatoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:229,229,aphia,Family,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Cardiida,Cardiidae,NA,NA,NA,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Cardioidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:243,243,aphia,Family,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Venerida,Veneridae,NA,NA,NA,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Veneroidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:443,443,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Vetigastropoda,Trochida,Trochidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Trochoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:558,558,aphia,Phylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Porifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:793,793,aphia,Phylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Platyhelminthes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:799,799,aphia,Phylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Nematoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:801,801,aphia,Phylum (Division),Plantae,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:830,830,aphia,Class,Chromista,Harosa,NA,NA,Phaeophyceae,NA,NA,NA,NA,NA,NA,NA,Heterokonta,NA,Ochrophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:852,852,aphia,Phylum (Division),Plantae,Biliphyta,Rhodophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:882,882,aphia,Phylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:883,883,aphia,Class,Animalia,NA,NA,NA,Polychaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:895,895,aphia,Order,Animalia,NA,NA,NA,Polychaeta,Errantia,Eunicida,NA,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:902,902,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Sedentaria,NA,Orbiniidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,Scolecida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:913,913,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Spionida,Spionidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,Canalipalpata,Spioniformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:919,919,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Terebellida,Cirratulidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,Canalipalpata,Cirratuliformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:924,924,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Sedentaria,NA,Opheliidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,Scolecida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:939,939,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Polynoidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,Aphroditiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:944,944,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Chrysopetalidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:948,948,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Syllidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:967,967,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Errantia,Eunicida,Lumbrineridae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:985,985,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Sabellida,Sabellidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:988,988,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Sabellida,Serpulidae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:989,989,aphia,Subfamily,Animalia,NA,NA,NA,Polychaeta,Sedentaria,Sabellida,Serpulidae,Spirorbinae,NA,NA,NA,NA,NA,Annelida,NA,NA,Canalipalpata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1065,1065,aphia,Phylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1066,1066,aphia,Subphylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Crustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1078,1078,aphia,Class,Animalia,NA,NA,NA,Ostracoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Crustacea,Oligostraca,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1080,1080,aphia,Class,Animalia,NA,NA,NA,Copepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1082,1082,aphia,Subclass,Animalia,NA,NA,NA,Thecostraca,Cirripedia,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1100,1100,aphia,Order,Animalia,NA,NA,NA,Copepoda,NA,Calanoida,NA,NA,NA,NA,NA,NA,Gymnoplea,Arthropoda,Crustacea,Multicrustacea,Neocopepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1101,1101,aphia,Order,Animalia,NA,NA,NA,Copepoda,NA,Cyclopoida,NA,NA,NA,NA,NA,NA,Podoplea,Arthropoda,Crustacea,Multicrustacea,Neocopepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1102,1102,aphia,Order,Animalia,NA,NA,NA,Copepoda,NA,Harpacticoida,NA,NA,NA,NA,NA,NA,Podoplea,Arthropoda,Crustacea,Multicrustacea,Neocopepoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1128,1128,aphia,Order,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Euphausiacea,NA,NA,NA,NA,NA,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1130,1130,aphia,Order,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Decapoda,NA,NA,NA,NA,NA,NA,Eucarida,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1131,1131,aphia,Order,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Isopoda,NA,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1133,1133,aphia,Order,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Tanaidacea,NA,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1135,1135,aphia,Order,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,NA,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1137,1137,aphia,Order,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Cumacea,NA,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1268,1268,aphia,Order,Animalia,NA,NA,NA,NA,NA,Sipuncula,NA,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1302,1302,aphia,Class,Animalia,NA,NA,NA,Pycnogonida,NA,NA,NA,NA,NA,NA,NA,NA,NA,Arthropoda,Chelicerata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1337,1337,aphia,Class,Animalia,NA,NA,NA,Hydrozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnidaria,Medusozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1341,1341,aphia,Class,Animalia,NA,NA,NA,Octocorallia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1360,1360,aphia,Order,Animalia,NA,NA,NA,Hexacorallia,NA,Actiniaria,NA,NA,NA,NA,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1363,1363,aphia,Order,Animalia,NA,NA,NA,Hexacorallia,NA,Scleractinia,NA,NA,NA,NA,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1410,1410,aphia,Phylum,Chromista,Harosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rhizaria,NA,Foraminifera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1484,1484,aphia,Family,Animalia,NA,NA,NA,Arachnida,Acari,Trombidiformes,Halacaridae,NA,NA,NA,NA,NA,Acariformes,Arthropoda,Chelicerata,NA,NA,Prostigmata,NA,Halacaroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1762,1762,aphia,Order,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,Nudibranchia,NA,NA,NA,NA,NA,NA,Nudipleura,Mollusca,NA,NA,Euthyneura,NA,NA,NA,NA,Ringipleura,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1821,1821,aphia,Phylum,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:1839,1839,aphia,Class,Animalia,NA,NA,NA,Ascidiacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Tunicata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:2036,2036,aphia,Subclass,Animalia,NA,NA,NA,Clitellata,Oligochaeta,NA,NA,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:2041,2041,aphia,Subclass,Animalia,NA,NA,NA,Clitellata,Hirudinea,NA,NA,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:11676,11676,aphia,Superclass,Animalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Chordata,Vertebrata,Pisces,NA,NA,NA,NA,NA,NA,NA,NA,Gnathostomata,NA,NA,NA,NA,NA
APHIA:14629,14629,aphia,Superfamily,Animalia,NA,NA,NA,Bivalvia,Autobranchia,Galeommatida,NA,NA,NA,NA,NA,NA,Imparidentia,Mollusca,NA,NA,Heteroconchia,NA,NA,Galeommatoidea,NA,Euheterodonta,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:14767,14767,aphia,Superfamily,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,NA,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Rissooidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:15308,15308,aphia,Order,Plantae,Biliphyta,Rhodophyta,Eurhodophytina,Florideophyceae,Corallinophycidae,Corallinales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:22496,22496,aphia,Family,Animalia,NA,NA,NA,Polychaeta,Errantia,Phyllodocida,Nereididae,NA,NA,NA,NA,NA,NA,Annelida,NA,NA,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:22989,22989,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Heterobranchia,NA,Architectonicidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,"""Lower Heterobranchia""",NA,NA,Architectonicoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:23009,23009,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Columbellidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Buccinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:23022,23022,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Littorinimorpha,Cypraeidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Cypraeoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:23023,23023,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Cystiscidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Volutoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:23038,23038,aphia,family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Fasciolariidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Buccinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:23075,23075,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Patellogastropoda,NA,Nacellidae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Patelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:23082,23082,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Neogastropoda,Olividae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Olivoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:23100,23100,aphia,Family,Animalia,NA,NA,NA,Gastropoda,Caenogastropoda,Caenogastropoda incertae sedis,Potamididae,NA,NA,NA,NA,NA,NA,Mollusca,NA,NA,NA,NA,NA,Cerithioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:100701,100701,aphia,Genus,Animalia,NA,NA,NA,Hexacorallia,NA,Actiniaria,Actiniidae,NA,NA,Condylactis,NA,NA,NA,Cnidaria,Anthozoa,NA,NA,Enthemonae,NA,Actinioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101361,101361,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Caprellidae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Caprelloidea,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101368,101368,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Aoridae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Aoroidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101376,101376,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Corophiidae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Corophioidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101380,101380,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Eusiridae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Amphilochida,Eusiroidea,Eusiridira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101383,101383,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Gammaridae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Gammarida,Gammaroidea,Gammaridira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101388,101388,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Isaeidae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Isaeoidea,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101395,101395,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Lysianassidae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Lysianassida,Lysianassoidea,Lysianassidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101398,101398,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Melphidippidae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Lysianassida,Dexaminoidea,Synopiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101403,101403,aphia,Family,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Phoxocephalidae,NA,NA,NA,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Lysianassida,Haustorioidea,Haustoriidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101430,101430,aphia,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Caprellidae,Caprellinae,NA,Caprella,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Caprelloidea,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101436,101436,aphia,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Caprellidae,Phtisicinae,NA,Phtisica,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Caprelloidea,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101445,101445,aphia,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Ampeliscidae,NA,NA,Ampelisca,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Amphilochidea,Lysianassida,Synopioidea,Synopiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
APHIA:101459,101459,aphia,Genus,Animalia,NA,NA,NA,Malacostraca,Eumalacostraca,Amphipoda,Ampithoidae,NA,NA,Ampithoe,NA,NA,Peracarida,Arthropoda,Crustacea,Multicrustacea,NA,Senticaudata,Corophiida,Corophioidea,Corophiidira,NA,NA,NA,NA,NA,NA,NA,NA,NA
